,User ID,Name,Email Address,Username,Date of Birth,Age (yrs),Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Membership Duration,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,TLD
118,119,Dustin James,tiffany46@example.org,tiffany46,1937-10-13,86,Female,Johnsonmouth,2024-01-14,2025-01-13,Annual,365 days,Mastercard,Auto-renew,Regular,Books,Comedy,Smartphone,Medium,4.5,7,Organization(.org)
119,120,Robert Williams,tstephens@example.com,tstephens,1990-09-22,33,Female,North Margaret,2024-01-07,2025-01-06,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.1,3,Commericial(.com)
120,121,Lisa Washington,dbailey@example.net,dbailey,1991-11-03,32,Male,East Charlotte,2024-03-02,2025-03-02,Annual,365 days,Visa,Manual,Frequent,Books,Drama,Smartphone,High,4.2,2,Network(.net)
121,122,Brian French,stephenwilliams@example.net,stephenwilliams,1968-06-19,55,Male,Alisonfort,2024-03-15,2025-03-15,Monthly,365 days,Visa,Manual,Occasional,Electronics,Romance,Smartphone,Low,3.3,7,Network(.net)
122,123,Elizabeth Flores,zstewart@example.net,zstewart,1936-03-11,88,Female,Brandifurt,2024-01-12,2025-01-11,Annual,365 days,Amex,Auto-renew,Regular,Books,Drama,Smart TV,High,3.2,2,Network(.net)
123,124,Melissa Crawford,kelleybenjamin@example.org,kelleybenjamin,1947-05-19,76,Male,Garciaview,2024-01-02,2025-01-01,Annual,365 days,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,4.7,8,Organization(.org)
124,125,Antonio Juarez,christopherjones@example.org,christopherjones,1990-06-24,33,Male,Byrdside,2024-01-25,2025-01-24,Annual,365 days,Visa,Manual,Frequent,Electronics,Drama,Tablet,Medium,4.6,2,Organization(.org)
125,126,Robert Wilson DDS,tiffany69@example.net,tiffany69,1985-05-09,39,Male,New Cherylhaven,2024-04-05,2025-04-05,Annual,365 days,Visa,Manual,Regular,Electronics,Horror,Tablet,Low,4.9,7,Network(.net)
126,127,Christopher Clay,stanleynathan@example.org,stanleynathan,2005-07-10,18,Female,East Christophertown,2024-03-26,2025-03-26,Annual,365 days,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smart TV,Low,3.2,10,Organization(.org)
127,128,Ashley Jenkins,apope@example.com,apope,1985-06-19,38,Male,Lake Jacobport,2024-04-09,2025-04-09,Monthly,365 days,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.4,9,Commericial(.com)
128,129,Charles Stafford,scott67@example.net,scott67,1991-10-05,32,Male,Michaelmouth,2024-04-14,2025-04-14,Monthly,365 days,Amex,Auto-renew,Regular,Electronics,Documentary,Tablet,High,4.6,6,Network(.net)
129,130,Jordan Jackson,ubrown@example.org,ubrown,1953-09-28,70,Female,Lake Amystad,2024-01-05,2025-01-04,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Tablet,Medium,4.4,3,Organization(.org)
130,131,Christine Wright,gmoore@example.com,gmoore,1972-02-04,52,Male,Lunahaven,2024-01-20,2025-01-19,Monthly,365 days,Mastercard,Manual,Occasional,Clothing,Comedy,Smart TV,High,3.1,10,Commericial(.com)
131,132,Penny Jones,kgreen@example.com,kgreen,1969-08-15,54,Female,Port Deanland,2024-01-22,2025-01-21,Annual,365 days,Amex,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.4,1,Commericial(.com)
132,133,Thomas Simon,kelliolson@example.org,kelliolson,1947-08-17,76,Male,East Lawrenceburgh,2024-03-21,2025-03-21,Monthly,365 days,Mastercard,Manual,Occasional,Clothing,Action,Smartphone,Medium,4.9,3,Organization(.org)
133,134,Jamie Mitchell,gamblejulie@example.net,gamblejulie,1986-02-23,38,Female,Nicholashaven,2024-01-05,2025-01-04,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,Medium,4.5,6,Network(.net)
134,135,Lauren Harris,tbriggs@example.org,tbriggs,2004-06-18,19,Male,Nicholasburgh,2024-01-09,2025-01-08,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Documentary,Smart TV,Medium,4.3,7,Organization(.org)
135,136,Laura Martin,colelong@example.com,colelong,1964-01-01,60,Female,Adamfort,2024-04-08,2025-04-08,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smart TV,High,3.5,2,Commericial(.com)
136,137,Mark Snyder,deanwiley@example.org,deanwiley,1954-03-08,70,Male,Brianview,2024-04-11,2025-04-11,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Low,3.5,4,Organization(.org)
137,138,Jesus Brown,zlee@example.net,zlee,1958-12-03,65,Female,South Dave,2024-03-24,2025-03-24,Annual,365 days,Amex,Manual,Occasional,Electronics,Documentary,Tablet,Medium,3.0,4,Network(.net)
138,139,Katherine Jackson,grahammelissa@example.org,grahammelissa,1991-05-06,33,Female,East Mary,2024-04-14,2025-04-14,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,Medium,4.6,9,Organization(.org)
139,140,Amy Serrano,weaverrobert@example.com,weaverrobert,1974-12-28,49,Male,Maryside,2024-02-13,2025-02-12,Annual,365 days,Mastercard,Manual,Frequent,Clothing,Drama,Tablet,High,3.8,5,Commericial(.com)
140,141,Rachel Little,smatthews@example.com,smatthews,2003-12-29,20,Male,Carlbury,2024-01-20,2025-01-19,Annual,365 days,Mastercard,Manual,Regular,Clothing,Action,Tablet,Low,4.9,0,Commericial(.com)
141,142,Chris Atkins,davidbell@example.org,davidbell,1950-04-10,74,Female,East Jameschester,2024-04-05,2025-04-05,Monthly,365 days,Mastercard,Manual,Occasional,Clothing,Drama,Tablet,High,3.7,3,Organization(.org)
142,143,Matthew Compton,heatherpacheco@example.org,heatherpacheco,1938-03-29,86,Female,Myersburgh,2024-03-09,2025-03-09,Annual,365 days,Visa,Manual,Occasional,Books,Romance,Smartphone,Medium,4.6,1,Organization(.org)
143,144,John Martinez,castillosarah@example.net,castillosarah,1995-12-15,28,Male,Cunninghamchester,2024-02-20,2025-02-19,Monthly,365 days,Amex,Manual,Frequent,Electronics,Comedy,Tablet,Medium,4.5,7,Network(.net)
144,145,Virginia Gomez,tonypace@example.com,tonypace,1947-05-08,77,Male,Jacksonburgh,2024-01-31,2025-01-30,Annual,365 days,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,4.2,1,Commericial(.com)
145,146,Carolyn Hale,andreawalker@example.org,andreawalker,1981-03-25,43,Male,Collinschester,2024-02-22,2025-02-21,Monthly,365 days,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,4.4,0,Organization(.org)
146,147,Kathleen Carter,alexreese@example.org,alexreese,1992-08-13,31,Male,South Triciaburgh,2024-02-10,2025-02-09,Monthly,365 days,Amex,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,4,Organization(.org)
147,148,Troy Smith,john96@example.net,john96,1980-06-26,43,Male,West Jennifer,2024-03-27,2025-03-27,Monthly,365 days,Visa,Manual,Regular,Books,Horror,Smart TV,Low,4.3,0,Network(.net)
148,149,Alexander Hernandez,kellicook@example.com,kellicook,1971-11-12,52,Male,West Paulaport,2024-02-20,2025-02-19,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.2,8,Commericial(.com)
149,150,Elizabeth Duncan,dbell@example.org,dbell,1995-03-24,29,Female,Rodriguezshire,2024-04-02,2025-04-02,Annual,365 days,Amex,Manual,Occasional,Electronics,Horror,Smartphone,High,3.9,7,Organization(.org)
150,151,Jeremy Fernandez,donaldstephenson@example.org,donaldstephenson,1988-11-29,35,Male,South Kristentown,2024-02-21,2025-02-20,Annual,365 days,Visa,Manual,Frequent,Books,Drama,Smart TV,High,4.8,5,Organization(.org)
151,152,Phillip Jones,valenzuelaadrienne@example.com,valenzuelaadrienne,1985-01-26,39,Female,North Sherryshire,2024-01-22,2025-01-21,Annual,365 days,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,High,3.3,9,Commericial(.com)
152,153,Thomas Woods,ttapia@example.org,ttapia,1990-08-09,33,Female,East Stevenfort,2024-03-31,2025-03-31,Monthly,365 days,Mastercard,Manual,Frequent,Books,Horror,Tablet,High,3.7,9,Organization(.org)
153,154,Sara Doyle,odoyle@example.net,odoyle,1948-06-24,75,Male,Robertbury,2024-01-09,2025-01-08,Monthly,365 days,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.3,0,Network(.net)
154,155,Joel Green,jamesbecker@example.com,jamesbecker,2000-06-08,23,Male,North Misty,2024-03-19,2025-03-19,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Horror,Smart TV,High,4.6,5,Commericial(.com)
155,156,Pamela Wagner,justinsmith@example.org,justinsmith,1989-02-10,35,Male,Lake Phillip,2024-04-10,2025-04-10,Annual,365 days,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,Medium,4.1,5,Organization(.org)
156,157,Grant Carlson,loritate@example.org,loritate,1977-08-18,46,Male,Calebstad,2024-03-19,2025-03-19,Annual,365 days,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.5,7,Organization(.org)
157,158,Dr. Desiree Mitchell,heidi61@example.net,heidi61,1982-10-07,41,Male,Philipshire,2024-03-26,2025-03-26,Monthly,365 days,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.4,9,Network(.net)
158,159,Scott Hall,christianlove@example.net,christianlove,1973-09-15,50,Female,Port Anthony,2024-01-23,2025-01-22,Monthly,365 days,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,2,Network(.net)
159,160,Veronica Barr,emosley@example.com,emosley,1934-10-16,89,Female,East Johnland,2024-01-29,2025-01-28,Monthly,365 days,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,3.8,9,Commericial(.com)
160,161,Katherine Andrews,jareddavies@example.com,jareddavies,1992-11-30,31,Female,West Kennethchester,2024-02-29,2025-02-28,Monthly,365 days,Amex,Auto-renew,Regular,Clothing,Romance,Smart TV,Low,3.1,4,Commericial(.com)
161,162,Eric Hernandez,robertmcdaniel@example.com,robertmcdaniel,1965-08-21,58,Male,South Scottview,2024-03-16,2025-03-16,Annual,365 days,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,4.0,10,Commericial(.com)
162,163,Kenneth Baldwin,jorgelowe@example.com,jorgelowe,1986-06-10,37,Male,Port Mariahton,2024-01-16,2025-01-15,Monthly,365 days,Visa,Auto-renew,Regular,Clothing,Comedy,Tablet,Medium,3.4,0,Commericial(.com)
163,164,Linda Warren,adamsnicole@example.net,adamsnicole,2001-10-18,22,Female,Mortonmouth,2024-03-04,2025-03-04,Monthly,365 days,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Low,3.8,1,Network(.net)
164,165,Earl Griffin,jenniferwalker@example.com,jenniferwalker,1953-01-02,71,Male,Fowlerborough,2024-01-13,2025-01-12,Annual,365 days,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Medium,3.3,7,Commericial(.com)
165,166,Matthew Greer,juarezanthony@example.com,juarezanthony,1983-01-27,41,Female,North Benjamin,2024-03-30,2025-03-30,Monthly,365 days,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.3,3,Commericial(.com)
166,167,Kimberly Murray,jbeasley@example.com,jbeasley,1941-01-15,83,Male,New Shannonmouth,2024-02-26,2025-02-25,Monthly,365 days,Mastercard,Manual,Frequent,Books,Comedy,Smartphone,Low,3.3,2,Commericial(.com)
167,168,Patricia Long,paullara@example.net,paullara,1976-05-22,47,Female,Port Tracyville,2024-01-08,2025-01-07,Annual,365 days,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.8,2,Network(.net)
168,169,Peter Harper,lindamoore@example.com,lindamoore,1969-10-22,54,Male,Lake Joshua,2024-04-09,2025-04-09,Annual,365 days,Amex,Manual,Occasional,Books,Sci-Fi,Smartphone,Low,3.9,1,Commericial(.com)
169,170,Natalie Bartlett,kendragriffin@example.org,kendragriffin,1976-12-11,47,Male,Andrewview,2024-02-03,2025-02-02,Annual,365 days,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,3.3,10,Organization(.org)
170,171,David Mccarty,kimberly44@example.net,kimberly44,1944-05-08,80,Male,Gibsonburgh,2024-04-08,2025-04-08,Monthly,365 days,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.8,8,Network(.net)
171,172,Sarah Thomas,everettbethany@example.net,everettbethany,1964-09-15,59,Female,Lake Jorgemouth,2024-02-20,2025-02-19,Monthly,365 days,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.7,9,Network(.net)
172,173,Heather Holloway,brandymccullough@example.org,brandymccullough,1970-07-30,53,Male,Cortezborough,2024-04-12,2025-04-12,Monthly,365 days,Visa,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.7,5,Organization(.org)
173,174,Allison Mata,youngashley@example.com,youngashley,1988-10-10,35,Female,East Michaelmouth,2024-03-14,2025-03-14,Annual,365 days,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,4.2,0,Commericial(.com)
174,175,William Gonzalez,jonesheather@example.org,jonesheather,1950-04-06,74,Female,East Erin,2024-02-04,2025-02-03,Annual,365 days,Visa,Manual,Occasional,Electronics,Drama,Tablet,Medium,4.8,7,Organization(.org)
175,176,Alexandra James,twilliams@example.com,twilliams,1986-07-07,37,Female,Lake Codymouth,2024-02-13,2025-02-12,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,High,3.3,8,Commericial(.com)
176,177,Anthony Ellis,jenniferking@example.org,jenniferking,1972-03-06,52,Female,Michaelaport,2024-02-16,2025-02-15,Monthly,365 days,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smartphone,High,3.4,0,Organization(.org)
177,178,Autumn Hoffman,timothymercado@example.net,timothymercado,1990-06-20,33,Male,Lake Bobby,2024-03-24,2025-03-24,Monthly,365 days,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,3.2,1,Network(.net)
178,179,Travis Jenkins,mason12@example.net,mason12,1949-03-31,75,Female,Williamland,2024-03-24,2025-03-24,Annual,365 days,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Medium,4.5,6,Network(.net)
179,180,Victoria Patel,sarah63@example.net,sarah63,1944-06-09,79,Female,Drakemouth,2024-04-13,2025-04-13,Monthly,365 days,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.4,10,Network(.net)
180,181,Kevin Lopez,mbrady@example.com,mbrady,1995-12-17,28,Male,Bentonfort,2024-03-23,2025-03-23,Monthly,365 days,Mastercard,Manual,Frequent,Clothing,Comedy,Smartphone,High,4.9,7,Commericial(.com)
181,182,Jessica Villanueva,burkedustin@example.org,burkedustin,2000-03-18,24,Male,Lake Douglasside,2024-03-16,2025-03-16,Annual,365 days,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,4.3,0,Organization(.org)
182,183,Jason Murphy,jessicaglass@example.net,jessicaglass,1941-08-11,82,Female,North Ernest,2024-01-02,2025-01-01,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Action,Smartphone,High,3.1,8,Network(.net)
183,184,Cindy Adkins,christine45@example.net,christine45,1951-11-29,72,Male,New Brookestad,2024-04-05,2025-04-05,Annual,365 days,Amex,Manual,Occasional,Books,Drama,Smart TV,High,4.8,9,Network(.net)
184,185,Reginald Perez,nicole19@example.net,nicole19,1993-03-04,31,Female,Aprilberg,2024-01-30,2025-01-29,Annual,365 days,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,4.3,9,Network(.net)
185,186,Michelle Williams,samanthapowell@example.com,samanthapowell,1954-06-05,69,Male,Mejiaburgh,2024-02-22,2025-02-21,Monthly,365 days,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,3.9,8,Commericial(.com)
186,187,Leslie West,jackmiller@example.com,jackmiller,2002-12-09,21,Female,Munozville,2024-02-20,2025-02-19,Annual,365 days,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,9,Commericial(.com)
187,188,Michael Delgado,maria52@example.org,maria52,1996-07-21,27,Male,Lewisberg,2024-04-13,2025-04-13,Annual,365 days,Visa,Auto-renew,Regular,Books,Comedy,Tablet,High,4.1,10,Organization(.org)
188,189,Janice Erickson,natalie75@example.org,natalie75,1940-02-11,84,Female,North April,2024-02-01,2025-01-31,Annual,365 days,Mastercard,Auto-renew,Regular,Books,Horror,Smartphone,High,4.7,3,Organization(.org)
189,190,Benjamin Stewart,dustinsmith@example.net,dustinsmith,1976-10-01,47,Male,South Angelaland,2024-01-06,2025-01-05,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Low,3.3,10,Network(.net)
190,191,Keith Townsend,danielclark@example.net,danielclark,1993-12-20,30,Male,Lake Kelseychester,2024-03-21,2025-03-21,Monthly,365 days,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,5.0,5,Network(.net)
191,192,Juan Ramos,brent46@example.org,brent46,1946-12-02,77,Female,Vargasshire,2024-03-21,2025-03-21,Annual,365 days,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,3.5,5,Organization(.org)
192,193,Shawn Stevens,angelawhite@example.org,angelawhite,1938-10-03,85,Female,Port Markland,2024-02-07,2025-02-06,Monthly,365 days,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,4.2,4,Organization(.org)
193,194,Tracy Page,nicholsmia@example.com,nicholsmia,1975-05-19,48,Female,Dianachester,2024-01-25,2025-01-24,Monthly,365 days,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.1,5,Commericial(.com)
194,195,Elizabeth Sellers,johnsonjohn@example.org,johnsonjohn,1946-09-25,77,Female,West Michaelside,2024-03-20,2025-03-20,Monthly,365 days,Mastercard,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,7,Organization(.org)
195,196,Kevin Spence,christophermontgomery@example.net,christophermontgomery,1991-06-27,32,Male,Karenside,2024-01-25,2025-01-24,Annual,365 days,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,3.8,10,Network(.net)
196,197,Courtney Tucker,andersoncassandra@example.net,andersoncassandra,1966-09-13,57,Male,Millerbury,2024-04-07,2025-04-07,Annual,365 days,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.2,9,Network(.net)
197,198,Jesse Bailey,angela14@example.com,angela14,2000-08-20,23,Male,Lake Brianaborough,2024-04-05,2025-04-05,Monthly,365 days,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Low,3.2,7,Commericial(.com)
198,199,Autumn Brooks,dominicburns@example.com,dominicburns,1967-05-01,57,Male,New Emma,2024-04-01,2025-04-01,Monthly,365 days,Amex,Manual,Frequent,Clothing,Action,Smartphone,High,4.7,5,Commericial(.com)
199,200,David Elliott,davismelissa@example.net,davismelissa,1936-12-27,87,Female,Lindaside,2024-01-05,2025-01-04,Annual,365 days,Amex,Auto-renew,Regular,Books,Action,Smartphone,High,4.1,8,Network(.net)
200,201,Vanessa Harris,nicholas23@example.org,nicholas23,1982-02-03,42,Female,New Robertborough,2024-03-12,2025-03-12,Annual,365 days,Amex,Manual,Regular,Clothing,Drama,Smartphone,High,4.4,7,Organization(.org)
201,202,Thomas Keller,kellyterrance@example.com,kellyterrance,1990-03-13,34,Male,Rogerchester,2024-02-25,2025-02-24,Annual,365 days,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Medium,4.7,10,Commericial(.com)
202,203,Joan Phillips,garycoffey@example.org,garycoffey,1990-05-06,34,Male,South Ericmouth,2024-01-13,2025-01-12,Monthly,365 days,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.3,9,Organization(.org)
203,204,Joseph Owens,lukewilcox@example.org,lukewilcox,1980-07-10,43,Female,West Barbarahaven,2024-02-27,2025-02-26,Monthly,365 days,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,4.8,5,Organization(.org)
204,205,Susan Pace,kenneth18@example.org,kenneth18,1938-09-05,85,Male,Williamland,2024-02-11,2025-02-10,Annual,365 days,Mastercard,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,7,Organization(.org)
205,206,Jennifer Anderson,mfrench@example.net,mfrench,1961-12-04,62,Female,Jamesstad,2024-01-12,2025-01-11,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Medium,4.7,4,Network(.net)
206,207,Theresa Gibson,jesse00@example.org,jesse00,1976-12-11,47,Female,Lake Jamie,2024-04-12,2025-04-12,Annual,365 days,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.8,3,Organization(.org)
207,208,Alejandro Bryant,gonzalezdavid@example.com,gonzalezdavid,1960-10-05,63,Female,South Ryanville,2024-01-24,2025-01-23,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,4.2,5,Commericial(.com)
208,209,Diana Green,carsonlauren@example.com,carsonlauren,1949-08-05,74,Male,Lake Jessicaside,2024-02-25,2025-02-24,Annual,365 days,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6,Commericial(.com)
209,210,Brian Boyd,keithjones@example.com,keithjones,1997-03-04,27,Male,Leviport,2024-03-21,2025-03-21,Annual,365 days,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,3.5,9,Commericial(.com)
210,211,Jennifer Perez,millervalerie@example.net,millervalerie,1937-12-21,86,Male,Meyerberg,2024-02-04,2025-02-03,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.1,6,Network(.net)
211,212,Eric Bryant,bryan67@example.net,bryan67,1959-07-01,64,Female,West Gary,2024-03-10,2025-03-10,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.8,10,Network(.net)
212,213,Tracey Mullins,mellis@example.net,mellis,1941-05-20,82,Male,Jacobsfort,2024-01-26,2025-01-25,Annual,365 days,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,3.0,10,Network(.net)
213,214,Robert Bryant,ywilson@example.org,ywilson,1983-09-22,40,Male,Nicholsburgh,2024-01-17,2025-01-16,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Horror,Smartphone,High,3.1,0,Organization(.org)
214,215,Jonathan George,hendersonaaron@example.com,hendersonaaron,1968-12-01,55,Female,East Ashley,2024-02-20,2025-02-19,Monthly,365 days,Visa,Auto-renew,Regular,Clothing,Romance,Tablet,Medium,4.3,9,Commericial(.com)
215,216,Deanna Richardson,robert14@example.com,robert14,1992-06-22,31,Male,Joyburgh,2024-01-16,2025-01-15,Monthly,365 days,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Medium,3.6,7,Commericial(.com)
